Author,Comment,Published At,Likes
@Sriman_Mishra07,Trudeau is a poison for canada. He is destroying the canadian ideology. He is raising terrorism on canadian soil. He will soon end the christianity in canada,2024-10-19T01:52:32Z,1
@sagarpatel3043,"People dont know what happened in 1971...after that pak and Us invented khaalistaani, to use terrerism against us. I recommend Canadians to research on the story of 1971, everything will become clear.",2024-10-19T01:34:32Z,1
@stewarttower3380,"Trudeau is not ruining Canada; Trudeau has ruined Canada. Canada will not get better as soon as Trudeau leaves; Canada is ruined for many years. We have a very long, expensive and painful recovery ahead of us.",2024-10-19T01:04:22Z,2
@stewarttower3380,"Yeah, Chandra. I just checked your poll numbers. See ya.",2024-10-19T00:39:53Z,1
@paulkainer269,That man was hilarious. Loved it. Perhaps Canadians can go fund this diplomat to persue suing Trudeau.,2024-10-19T00:34:54Z,3
@Why_bharat,World is not ready to listen this kind of GLOBAL INDIAN NEWS CHANNELS .... WILD 🌚 I HATE GROUND NEWS CHANNELS BUT INTERNATIONAL ONE IS WILD,2024-10-19T00:00:04Z,0
@stoner1982,Let me correct all...Jutinder is not the dumbest...Indian opponent party leader Ra Ga is the dumbest in the universe 😅😂🤣🤣😆😆,2024-10-18T23:54:26Z,0
@hardikpatel7636,It’s INDIA VS TRUDO. <br>Canadian people has to wake up so we don’t tell Canada a terror support country 😮<br>We love Canada 🇨🇦 my best travel destination.,2024-10-18T23:51:40Z,0
@Skamlostmanontheplanet,You think FBI and CIA is incorrect <br>They put out an arrest warrant,2024-10-18T23:31:51Z,0
@Skamlostmanontheplanet,Your laugh is nasty boy n you smell your mom s milk from your mouth n doing journalism,2024-10-18T23:30:31Z,0
@thondupandrugtsang,Justinder just destroyed the 3 billion armored stryker vehicle deal  with India 😵‍💫. 🇮🇳,2024-10-18T23:17:38Z,5
@puranbisht4555,He was not a khalistani terrorist he was a Canadian terrorist .,2024-10-18T23:09:50Z,0
@lmt9493,He Not A REAL MAN ALL YOU JUST WATCH THEY WAY HE WALK 😅,2024-10-18T23:03:04Z,0
@vincentgeorge9596,Courts go by evidence and not by intel inputs.,2024-10-18T22:24:04Z,0
@TheShutterBugBob,Khalistanis are not Indians,2024-10-18T21:57:38Z,0
@BonnieHerchak-p2m,Epic,2024-10-18T21:47:24Z,0
@KaiMia-xc9lk,Please listen to first post Palki sharmas report and reply to JT.  The best response so far!,2024-10-18T21:47:04Z,5
@sammuck250,Unfortunately Trudeau is not an intelligent guy. He should be kicked out of Canadian government.,2024-10-18T21:44:29Z,0
@Element67,He literally offended 1.5 billion indians 20% humans on earth 😂😂 🇨🇦,2024-10-18T21:21:14Z,4
@Munsad1919,I have seen 1st world people driving in wrong direction.,2024-10-18T21:12:22Z,0
@ravirajkumar6237,My priceless recommendation - just replace Justin Trudeau with Justin Bieber 😊,2024-10-18T21:09:28Z,2
@jhanvidesai9722,I am indian. we love our Sikh brothers and sisters. Sikhs are majority in Indian army and that we will never forget. But this Khalistani separatist are not even living in India and wants to tear apart India which Indian Sikhs does not even support and that says a lot....,2024-10-18T21:05:25Z,245
@denisecook5640,The libreal against him need to VOTE NON CONFIDENCE!!!,2024-10-18T21:05:05Z,0
@MukeshRane08,I hope people on both sides of the border (CA and US) reject Liberals (Democrats in US) in upcoming elections,2024-10-18T21:04:05Z,0
@vishwaranjan7802,I would urge common public of Canada we Indians have no hatered for Canada but please remove this idiot Trudeau.....he is dismantling age old healthy bond between India and Canada by harbouring separatists and terrorists working against India.,2024-10-18T20:38:45Z,1
@gauravthakur8743,Indians don&#39;t hate Canadian people. We respect.<br>But Trudeau joker is feeding khalistani terroristss on its soil.  Making Canada the Pakistan of America 🤣😢😢,2024-10-18T20:34:43Z,3
@larrymcpherson3875,"O my god, that India foreign minister is a riot, he hit the nail on the head about Trudeau.",2024-10-18T19:57:45Z,24
@peace_out_,there is no khalistan.. it&#39;s a mythical word... these are converted canadian terrorists... who have used weak canadian laws to become canadian citizens... totally discredited and disgraced canada,2024-10-18T19:53:01Z,0
@nikhilpatidar3173,"Shame on canadian joker, he is just speaking as a spokesperson of khalistan to please khalistani parties of canada just to get support for his govt😂😂 canadian pappu😂😂",2024-10-18T19:52:38Z,1
@user-fx2oo3bi9c,"Unfortunately canada is becoming safe heaven gangs, terrorist and criminal which runaway from india .<br> Canada is protecting wrong people instead of skillful indians and other minorities around the world.<br>Trudeau and his lover jagmeet will destroy Canada please put this two anti nationalist into jail.",2024-10-18T18:49:00Z,0
@sanjeevnithapa,Canada is also called &#39;poor USA&#39;.,2024-10-18T18:47:55Z,0
@darkmagic9155,We love the people of Canada and culture<br>We want no hate towards anybody<br>We just want respect and love 😊🇨🇦🇮🇳🇮🇱💓💓💓,2024-10-18T18:45:37Z,0
@kumarsatyam5634,"I don&#39;t known, why people trust Trudeau? When his government put money in economy to fight inflation.",2024-10-18T18:44:23Z,0
@utsavchauhan9789,cocaine hits different in canada,2024-10-18T18:44:21Z,0
@mralphas664,"<a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=1568"">26:08</a> what a disrespect of national anthem 🤦",2024-10-18T18:37:02Z,0
@SaurabhPandeySP,"India- Our Intelligence indicates that you are a Drug Addict protecting Khalistani terrorists.  <br>Trudeau - Trust me BRO, I am not a Drug ADDICT😂 Do you guys have any Evidence? <br>India - No evidence but our Intelligence indicates that YOU are 😂",2024-10-18T18:32:52Z,0
@mralphas664,"<a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=1053"">17:33</a> bro we indian shiks also didn&#39;t support these khalistani we were living happily without any problem 😂",2024-10-18T18:29:24Z,0
@numb_soul,"so western media doesnt like Indian mendia you know why ? Becasue they understand , speak , and reply pretty well in english than any other non-english speaking country. Indian Media is fantastic in terms of these debates and all . its fun watching them",2024-10-18T18:25:34Z,0
@Devils_Advocate8181,Whole canada is ashamed before the world because to justinder traudeu ..,2024-10-18T18:14:22Z,0
@Devils_Advocate8181,Soon canada will have the fate of afganistan . If thalibanis are ruling afgan very soon khalistanis will rule canada .... And the native have to ran out of canada for life 😂😂😂😂😂,2024-10-18T18:09:49Z,0
@SiddharthaMoravekar,I am an Indian and it left a bad taste in my mouth when the National Anthem of a country is sorry to say but bastardized. The Indian national anthem will never be sung in any other languages so why Canadas national anthem is sung in Punjabi.,2024-10-18T18:04:46Z,0
@Devils_Advocate8181,Justinder trudeu😂😂😂😂😂,2024-10-18T18:04:12Z,0
@Devils_Advocate8181,Justin treudau dont know how to rule such a big country . He is a fool and those people are fools to carry him in head . More over he dont have any diplomacy . A diplomacy that even a minister of maldives have😂😂😂😂😂😂,2024-10-18T18:03:35Z,0
@Devils_Advocate8181,Pls give a seperate land for khalistanis to make a country in canada itself and get ride of this mess😂😂😂😂😂,2024-10-18T18:00:23Z,0
@user-dw2dr6zf3n,He is unpopular because he stole our money and gave it to foreign countries and left Canadians starving and broke.  Oh my god shut this man off!!!!,2024-10-18T17:48:57Z,0
@data_mx6900,Trudeau and Jagmeet are Terrorists,2024-10-18T17:47:26Z,0
@user-dw2dr6zf3n,You lie as well as Trudeau!  He is paid off!,2024-10-18T17:46:51Z,0
@nachiketadeb1513,Canada should wake up to the reality on ground. There is a quiet invasion on.,2024-10-18T17:42:55Z,0
@vipinraghavan4024,From India,2024-10-18T17:34:40Z,0
@SheldonCooper0501,"As an Indian, please don&#39;t deport that shit from Canada 😂",2024-10-18T17:16:43Z,0
@himanshusirohi2403,"One thing I will say as an Indian, if you are going to a certain country, you have to live as per their rules, their customs and culture. You can&#39;t and shouldn&#39;t impose your ideas on them. If you want to practice your ethos, do it at your home but in publicly, behave like a Canadian.",2024-10-18T17:03:26Z,4
@vks2312,In fact Trudeau is a disaster for India Canada relationship.,2024-10-18T17:01:33Z,0
@Rajsahid_45,Justin castro !,2024-10-18T16:53:08Z,0
@217mal,"Oh come on, Chandra Arya, stop licking Trudeau&#39;s back! You are proving to be a dumbest Liberest!<a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>",2024-10-18T16:51:24Z,0
@DrawntoSeektodraw,Pagalistan. That was a stroke of genius NGL. No no this Trudeau is a dangerous scumbag. Please punish him legally in every possible way,2024-10-18T16:46:56Z,0
@ShivamVerma-qp3bf,It&#39;s not Trudeau vs India<br><br>It&#39;s Trudeau Vs. Canada &amp; India,2024-10-18T16:46:15Z,0
@MelissaDomoslai,😂😂😂 the indians ripping Justin is epic ❤,2024-10-18T16:45:54Z,0
@entertainment2utube,Now ..we proudly have  one Fool ....... Entire world knows .. Legend ..myth .. Trudeau ... Fool in the action 😂,2024-10-18T16:40:53Z,0
@sriramr2437,Seriously??? You allow the national anthem to be flirted with?😮,2024-10-18T16:38:58Z,0
@Kevin-ss1by,Babu Bhatt : &quot;You bad man! You very very bad man!&quot;,2024-10-18T16:23:47Z,0
@GaryLockhart-qe8zk,Yep India broadcast truth! Sad Canadian Broadcasting only repeats Justins crap,2024-10-18T16:23:10Z,1
@ontarioproperties4742,Its the khalistani language that sang the national anthem at the hockey game.,2024-10-18T16:21:32Z,1
@hazer5786,"The guy is staying at parc omega, in the wolf cabin is my guess.",2024-10-18T16:17:21Z,0
@SinghFromIndiaBharat,We love canada as a country. But this lumpen Turdue has ruined the image of Canada and made 1.4 billion people hate canada,2024-10-18T16:11:01Z,0
@dhanyan166,"As an Indian origin Canadian, I am really worried about why Canada is not taking Khalistan extremism seriously. Canada should stop supporting Khalistan extremism",2024-10-18T16:08:53Z,565
@Pro.indian07,"<a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=235"">3:55</a> my neighbour pagalstan😂😂 ( Pakistan)",2024-10-18T16:07:27Z,1
@Cooking_Patty55,"They can say whatever they like, they dont worry about being censored or shut down",2024-10-18T16:06:26Z,1
@_user0037,Khalistan is not a indian thing but rather something Canada breeded,2024-10-18T16:05:28Z,1
@tanya7332,Just make sure this guy and his friends don&#39;t go to  Canadian beaches to shit out curry stuff.,2024-10-18T15:58:51Z,0
@sanbin19,Sure Justin Trudeau will sign agreement with Kalistanis to allot a new country within Canada 😂😂,2024-10-18T15:54:44Z,41
@sagnikchatterjee8122,"Real thing is , he&#39;s trying hard to hide the china connection .",2024-10-18T15:48:01Z,2
@sharonhildebrandt899,Pierre is gonna have his hands full trying to undo everything Liberals have done!!!,2024-10-18T15:46:07Z,1
@Nirvana-d7l,Till the time trudeau is on synthetic drugs. Its canadian people  who can save themself and their country from drug dealer trudeau and drug addictive khalistani&#39;s. Both of them are big holes,2024-10-18T15:46:07Z,0
@amalbanerjee1935,"<a href=""https://www.youtube.com/shorts/v9uxiObaaFk"">https://youtube.com/shorts/v9uxiObaaFk?si=-0f13GhaEu5-XxrJ</a>",2024-10-18T15:43:51Z,0
@sharonhildebrandt899,Dont blame all of Canadians for Trudeau&#39;s stupidity,2024-10-18T15:42:55Z,0
@shashwatupd5144,Trudeaus wife hugmeet sing and trudau himself is enwmy of india no the canadian state and canda should stop importing porblems from other countries,2024-10-18T15:38:01Z,0
@sharonhildebrandt899,Lets ignore the hundreds of millions stolen from canadians,2024-10-18T15:31:04Z,0
@sharonhildebrandt899,Bang on!!! JT is all about himself,2024-10-18T15:24:16Z,1
@mhawk1292,"They are not Indian Unber drivers , they are Canadian Passport holding people with anti india khalistani agenda in their mind. 🙋🏻‍♂️🤣😂🇮🇳",2024-10-18T15:08:10Z,2
@cemetry,"Whatever has happened in the past year, Indians know that Canada is great, &amp; Canadians are great, the real ones that is IYKWIM. It&#39;s just Trudeau, his sugar daddy Jagmeet Singh of NDP, &amp; Khalistani terrorists are not.",2024-10-18T14:56:22Z,0
